Origin Airport,Destination Region Normalized,Year,Airline_Group,Departures,Total_Market_Departures,Market_Share,Market_Share_Squared,Route
SXF,WESTERN EUROPE,2018,LUFTHANSA_GROUP,0.0,18565.0,0.0,0.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2018,LowCostCarrier_GROUP,18565.0,18565.0,1.0,1.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2018,legacy_group,0.0,18565.0,0.0,0.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2019,AIR_BERLIN_GROUP,0.0,15112.0,0.0,0.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2019,LUFTHANSA_GROUP,0.0,15112.0,0.0,0.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2019,LowCostCarrier_GROUP,15112.0,15112.0,1.0,1.0,SXF → WESTERN EUROPE
SXF,WESTERN EUROPE,2019,legacy_group,0.0,15112.0,0.0,0.0,SXF → WESTERN EUROPE
TXL,EASTERN EUROPE,2015,AIR_BERLIN_GROUP,3135.0,6993.0,0.44830544830544833,0.200977774980349,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2015,LUFTHANSA_GROUP,1009.0,6993.0,0.1442871442871443,0.020818780006539195,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2015,LowCostCarrier_GROUP,229.0,6993.0,0.03274703274703275,0.0010723681537352352,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2015,legacy_group,2620.0,6993.0,0.37466037466037466,0.14037039634065232,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2016,AIR_BERLIN_GROUP,2557.0,6703.0,0.3814709831418768,0.14552011097923004,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2016,LUFTHANSA_GROUP,783.0,6703.0,0.11681336714903774,0.01364536274469589,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2016,LowCostCarrier_GROUP,617.0,6703.0,0.09204833656571684,0.008472896264515485,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2016,legacy_group,2746.0,6703.0,0.4096673131433686,0.16782730745810684,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2017,AIR_BERLIN_GROUP,3061.0,6599.0,0.4638581603273223,0.21516439290224784,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2017,LUFTHANSA_GROUP,697.0,6599.0,0.10562206394908319,0.01115602039286422,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2017,LowCostCarrier_GROUP,185.0,6599.0,0.028034550689498408,0.0007859360323620556,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2017,legacy_group,2567.0,6599.0,0.3889983330807698,0.15131970313961754,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2017,regional_and_others,89.0,6599.0,0.01348689195332626,0.00018189625456069665,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2018,AIR_BERLIN_GROUP,0.0,4329.0,0.0,0.0,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2018,LUFTHANSA_GROUP,722.0,4329.0,0.16678216678216679,0.0278162911565545,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2018,LowCostCarrier_GROUP,575.0,4329.0,0.13282513282513284,0.01764251591001418,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2018,NEW_ENTRANT,54.0,4329.0,0.012474012474012475,0.00015560098720181881,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2018,legacy_group,2978.0,4329.0,0.6879186879186879,0.47323212118776914,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2019,LUFTHANSA_GROUP,836.0,5302.0,0.15767634854771784,0.0248618308913414,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2019,LowCostCarrier_GROUP,948.0,5302.0,0.17880045265937383,0.03196960187119698,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2019,NEW_ENTRANT,115.0,5302.0,0.02168992832893248,0.0004704529909142277,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2019,legacy_group,3403.0,5302.0,0.6418332704639759,0.4119499470744832,TXL → EASTERN EUROPE
TXL,EASTERN EUROPE,2019,regional_and_others,0.0,5302.0,0.0,0.0,TXL → EASTERN EUROPE
TXL,GULF/MIDDLE EAST,2015,AIR_BERLIN_GROUP,641.0,702.0,0.9131054131054132,0.8337614954424072,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2015,LUFTHANSA_GROUP,61.0,702.0,0.0868945868945869,0.007550669231580914,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2015,LowCostCarrier_GROUP,0.0,702.0,0.0,0.0,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2015,legacy_group,0.0,702.0,0.0,0.0,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2016,AIR_BERLIN_GROUP,610.0,643.0,0.9486780715396579,0.8999900834202043,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2016,LowCostCarrier_GROUP,33.0,643.0,0.05132192846034215,0.0026339403408884776,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2016,legacy_group,0.0,643.0,0.0,0.0,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2017,AIR_BERLIN_GROUP,791.0,791.0,1.0,1.0,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2018,AIR_BERLIN_GROUP,0.0,305.0,0.0,0.0,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2018,LowCostCarrier_GROUP,305.0,305.0,1.0,1.0,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2019,LowCostCarrier_GROUP,158.0,158.0,1.0,1.0,TXL → GULF/MIDDLE EAST
TXL,GULF/MIDDLE EAST,2019,NEW_ENTRANT,0.0,158.0,0.0,0.0,TXL → GULF/MIDDLE EAST
TXL,NORTH AFRICA,2015,AIR_BERLIN_GROUP,75.0,75.0,1.0,1.0,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2015,LowCostCarrier_GROUP,0.0,75.0,0.0,0.0,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2016,AIR_BERLIN_GROUP,5.0,36.0,0.1388888888888889,0.019290123456790126,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2016,LowCostCarrier_GROUP,31.0,36.0,0.8611111111111112,0.7415123456790125,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2017,AIR_BERLIN_GROUP,14.0,39.0,0.358974358974359,0.12886259040105194,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2017,LowCostCarrier_GROUP,25.0,39.0,0.6410256410256411,0.4109138724523341,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2018,AIR_BERLIN_GROUP,2.0,144.0,0.013888888888888888,0.00019290123456790122,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2018,LowCostCarrier_GROUP,83.0,144.0,0.5763888888888888,0.33222415123456783,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2018,NEW_ENTRANT,59.0,144.0,0.4097222222222222,0.16787229938271603,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2019,LowCostCarrier_GROUP,11.0,63.0,0.1746031746031746,0.030486268581506673,TXL → NORTH AFRICA
TXL,NORTH AFRICA,2019,NEW_ENTRANT,52.0,63.0,0.8253968253968254,0.6812799193751574,TXL → NORTH AFRICA
TXL,WESTERN EUROPE,2015,AIR_BERLIN_GROUP,17585.0,41789.0,0.42080451793534185,0.17707644231479544,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2015,LUFTHANSA_GROUP,15579.0,41789.0,0.37280145492833044,0.13898092479668,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2015,LowCostCarrier_GROUP,2464.0,41789.0,0.058962884969728874,0.003476621803953479,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2015,legacy_group,6161.0,41789.0,0.14743114216659886,0.021735941680547884,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2016,AIR_BERLIN_GROUP,14061.0,42579.0,0.3302332135559783,0.10905397533550837,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2016,LUFTHANSA_GROUP,16342.0,42579.0,0.38380422273890885,0.14730568139221795,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2016,LowCostCarrier_GROUP,5587.0,42579.0,0.13121491815214073,0.01721735474567299,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2016,legacy_group,6589.0,42579.0,0.15474764555297213,0.023946833804188297,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2017,AIR_BERLIN_GROUP,18360.0,43781.0,0.41935999634544663,0.175862806534853,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2017,LUFTHANSA_GROUP,15173.0,43781.0,0.3465658619035655,0.12010789663696121,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2017,LowCostCarrier_GROUP,3249.0,43781.0,0.0742102738630913,0.0055071647468350115,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2017,NEW_ENTRANT,0.0,43781.0,0.0,0.0,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2017,legacy_group,6999.0,43781.0,0.15986386788789658,0.02555645625607885,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2018,AIR_BERLIN_GROUP,5560.0,46430.0,0.11975016153349127,0.014340101187297253,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2018,LUFTHANSA_GROUP,17698.0,46430.0,0.38117596381649793,0.14529511539143614,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2018,LowCostCarrier_GROUP,16506.0,46430.0,0.355502907602843,0.1263823173140755,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2018,NEW_ENTRANT,279.0,46430.0,0.006009045875511523,3.610863233400204e-05,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2018,legacy_group,6387.0,46430.0,0.13756192117165625,0.018923282156436967,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2019,AIR_BERLIN_GROUP,237.0,47496.0,0.00498989388580091,2.48990409915533e-05,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2019,LUFTHANSA_GROUP,19286.0,47496.0,0.40605524675762167,0.164880863419393,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2019,LowCostCarrier_GROUP,20599.0,47496.0,0.43369967997305037,0.1880954124087263,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2019,NEW_ENTRANT,25.0,47496.0,0.0005263601145359609,2.770549701743099e-07,TXL → WESTERN EUROPE
TXL,WESTERN EUROPE,2019,legacy_group,7349.0,47496.0,0.15472881926899107,0.023941007512376104,TXL → WESTERN EUROPE
